label,spaceMission,launchPlaceName,country,spaceAgencyName,astroName,birthPlaceName,latLong
Soyuz TMA-2,http://www.wikidata.org/entity/Q1424721,Baikonur Cosmodrome,Kazakhstan,Roscosmos State Corporation,Ed Lu,Springfield,"45.9648,63.3051"
Soyuz TMA-2,http://www.wikidata.org/entity/Q1424721,Baikonur Cosmodrome,Kazakhstan,Roscosmos State Corporation,Pedro Duque,Madrid,"45.9648,63.3051"
Soyuz TMA-2,http://www.wikidata.org/entity/Q1424721,Baikonur Cosmodrome,Kazakhstan,Roscosmos State Corporation,Yuri Malenchenko,Svitlovodsk,"45.9648,63.3051"
Soyuz TMA-20,http://www.wikidata.org/entity/Q857030,Baikonur Cosmodrome,Kazakhstan,Roscosmos State Corporation,Catherine Coleman,Charleston,"45.9648,63.3051"
Soyuz TMA-20,http://www.wikidata.org/entity/Q857030,Baikonur Cosmodrome,Kazakhstan,Roscosmos State Corporation,Dmitri Kondratyev,Irkutsk,"45.9648,63.3051"
Soyuz TMA-20,http://www.wikidata.org/entity/Q857030,Baikonur Cosmodrome,Kazakhstan,Roscosmos State Corporation,Paolo Nespoli,Milan,"45.9648,63.3051"
Soyuz TMA-20M,http://www.wikidata.org/entity/Q16258498,Baikonur Cosmodrome,Kazakhstan,Roscosmos State Corporation,Aleksey Ovchinin,Rybinsk,"45.9648,63.3051"
Soyuz TMA-20M,http://www.wikidata.org/entity/Q16258498,Baikonur Cosmodrome,Kazakhstan,Roscosmos State Corporation,Jeffrey Williams,Superior,"45.9648,63.3051"
Soyuz TMA-20M,http://www.wikidata.org/entity/Q16258498,Baikonur Cosmodrome,Kazakhstan,Roscosmos State Corporation,Oleg Skripochka,Nevinnomyssk,"45.9648,63.3051"
Soyuz TMA-21,http://www.wikidata.org/entity/Q257079,Gagarin's Start,Kazakhstan,Roscosmos State Corporation,Aleksandr Samokutyayev,Penza,"45.920277777,63.342222222"
Soyuz TMA-21,http://www.wikidata.org/entity/Q257079,Gagarin's Start,Kazakhstan,Roscosmos State Corporation,Andrei Borisenko,Saint Petersburg,"45.920277777,63.342222222"
Soyuz TMA-21,http://www.wikidata.org/entity/Q257079,Gagarin's Start,Kazakhstan,Roscosmos State Corporation,Ronald J. Garan,Yonkers,"45.920277777,63.342222222"
Soyuz TMA-22,http://www.wikidata.org/entity/Q1137089,Baikonur Cosmodrome,Kazakhstan,Roscosmos State Corporation,Anatoli Ivanishin,Irkutsk,"45.9648,63.3051"
Soyuz TMA-22,http://www.wikidata.org/entity/Q1137089,Baikonur Cosmodrome,Kazakhstan,Roscosmos State Corporation,Anton Shkaplerov,Sevastopol,"45.9648,63.3051"
Soyuz TMA-22,http://www.wikidata.org/entity/Q1137089,Baikonur Cosmodrome,Kazakhstan,Roscosmos State Corporation,Daniel C. Burbank,Manchester,"45.9648,63.3051"
Soyuz TMA-3,http://www.wikidata.org/entity/Q1424715,Baikonur Cosmodrome,Kazakhstan,Roscosmos State Corporation,Aleksandr Kaleri,Jūrmala,"45.9648,63.3051"
Soyuz TMA-3,http://www.wikidata.org/entity/Q1424715,Baikonur Cosmodrome,Kazakhstan,Roscosmos State Corporation,André Kuipers,Amsterdam,"45.9648,63.3051"
Soyuz TMA-3,http://www.wikidata.org/entity/Q1424715,Baikonur Cosmodrome,Kazakhstan,Roscosmos State Corporation,Michael Foale,Louth,"45.9648,63.3051"
Soyuz TMA-3,http://www.wikidata.org/entity/Q1424715,Baikonur Cosmodrome,Kazakhstan,Roscosmos State Corporation,Pedro Duque,Madrid,"45.9648,63.3051"
Soyuz TMA-4,http://www.wikidata.org/entity/Q1353793,Gagarin's Start,Kazakhstan,Roscosmos State Corporation,André Kuipers,Amsterdam,"45.920277777,63.342222222"
Soyuz TMA-4,http://www.wikidata.org/entity/Q1353793,Gagarin's Start,Kazakhstan,Roscosmos State Corporation,Gennady Padalka,Krasnodar,"45.920277777,63.342222222"
Soyuz TMA-4,http://www.wikidata.org/entity/Q1353793,Gagarin's Start,Kazakhstan,Roscosmos State Corporation,Michael Fincke,Pittsburgh,"45.920277777,63.342222222"
Soyuz TMA-4,http://www.wikidata.org/entity/Q1353793,Gagarin's Start,Kazakhstan,Roscosmos State Corporation,Yuri Shargin,Engels,"45.920277777,63.342222222"
Soyuz TMA-5,http://www.wikidata.org/entity/Q1130109,Baikonur Cosmodrome,Kazakhstan,Roscosmos State Corporation,Leroy Chiao,Milwaukee,"45.9648,63.3051"
Soyuz TMA-5,http://www.wikidata.org/entity/Q1130109,Baikonur Cosmodrome,Kazakhstan,Roscosmos State Corporation,Roberto Vittori,Viterbo,"45.9648,63.3051"
Soyuz TMA-5,http://www.wikidata.org/entity/Q1130109,Baikonur Cosmodrome,Kazakhstan,Roscosmos State Corporation,Salizhan Sharipov,Uzgen,"45.9648,63.3051"
Soyuz TMA-5,http://www.wikidata.org/entity/Q1130109,Baikonur Cosmodrome,Kazakhstan,Roscosmos State Corporation,Yuri Shargin,Engels,"45.9648,63.3051"
Soyuz TMA-6,http://www.wikidata.org/entity/Q647619,Baikonur Cosmodrome,Kazakhstan,Roscosmos State Corporation,Gregory Olsen,Brooklyn,"45.9648,63.3051"
Soyuz TMA-6,http://www.wikidata.org/entity/Q647619,Baikonur Cosmodrome,Kazakhstan,Roscosmos State Corporation,John L. Phillips,Fort Belvoir,"45.9648,63.3051"
Soyuz TMA-6,http://www.wikidata.org/entity/Q647619,Baikonur Cosmodrome,Kazakhstan,Roscosmos State Corporation,Roberto Vittori,Viterbo,"45.9648,63.3051"
Soyuz TMA-6,http://www.wikidata.org/entity/Q647619,Baikonur Cosmodrome,Kazakhstan,Roscosmos State Corporation,Sergei Krikalev,Saint Petersburg,"45.9648,63.3051"
Soyuz TMA-7,http://www.wikidata.org/entity/Q965236,Baikonur Cosmodrome,Kazakhstan,Roscosmos State Corporation,Gregory Olsen,Brooklyn,"45.9648,63.3051"
Soyuz TMA-7,http://www.wikidata.org/entity/Q965236,Baikonur Cosmodrome,Kazakhstan,Roscosmos State Corporation,Marcos Pontes,Bauru,"45.9648,63.3051"
Soyuz TMA-7,http://www.wikidata.org/entity/Q965236,Baikonur Cosmodrome,Kazakhstan,Roscosmos State Corporation,Valeri Tokarev,Kapustin Yar,"45.9648,63.3051"
Soyuz TMA-7,http://www.wikidata.org/entity/Q965236,Baikonur Cosmodrome,Kazakhstan,Roscosmos State Corporation,William S. McArthur,Laurinburg,"45.9648,63.3051"
Soyuz TMA-8,http://www.wikidata.org/entity/Q1231148,Baikonur Cosmodrome,Kazakhstan,Roscosmos State Corporation,Anousheh Ansari,Mashhad,"45.9648,63.3051"
Soyuz TMA-8,http://www.wikidata.org/entity/Q1231148,Baikonur Cosmodrome,Kazakhstan,Roscosmos State Corporation,Jeffrey Williams,Superior,"45.9648,63.3051"
Soyuz TMA-8,http://www.wikidata.org/entity/Q1231148,Baikonur Cosmodrome,Kazakhstan,Roscosmos State Corporation,Marcos Pontes,Bauru,"45.9648,63.3051"
Soyuz TMA-8,http://www.wikidata.org/entity/Q1231148,Baikonur Cosmodrome,Kazakhstan,Roscosmos State Corporation,Pavel Vinogradov,Magadan,"45.9648,63.3051"
Soyuz TMA-9,http://www.wikidata.org/entity/Q591584,Baikonur Cosmodrome,Kazakhstan,Roscosmos State Corporation,Anousheh Ansari,Mashhad,"45.9648,63.3051"
Soyuz TMA-9,http://www.wikidata.org/entity/Q591584,Baikonur Cosmodrome,Kazakhstan,Roscosmos State Corporation,Charles Simonyi,Budapest,"45.9648,63.3051"
Soyuz TMA-9,http://www.wikidata.org/entity/Q591584,Baikonur Cosmodrome,Kazakhstan,Roscosmos State Corporation,Michael López-Alegría,Madrid,"45.9648,63.3051"
Soyuz TMA-9,http://www.wikidata.org/entity/Q591584,Baikonur Cosmodrome,Kazakhstan,Roscosmos State Corporation,Mikhail Tyurin,Kolomna,"45.9648,63.3051"
Space Flyer Unit,http://www.wikidata.org/entity/Q3672,Yoshinobu Launch Complex,Japan,National Space Development Agency,,,"30.4022,130.975"
SpaceX COTS Demo Flight 1,http://www.wikidata.org/entity/Q6912958,Cape Canaveral Air Force Station Space Launch Complex 40,United States of America,National Aeronautics and Space Administration,,,"28.5621,-80.5772"
SpaceX CRS-1,http://www.wikidata.org/entity/Q2089415,Cape Canaveral Air Force Station Space Launch Complex 40,United States of America,National Aeronautics and Space Administration,,,"28.5621,-80.5772"
SpaceX CRS-1,http://www.wikidata.org/entity/Q2089415,Cape Canaveral Air Force Station Space Launch Complex 40,United States of America,SpaceX,,,"28.5621,-80.5772"
SpaceX CRS-10,http://www.wikidata.org/entity/Q23766779,Kennedy Space Center Launch Complex 39,United States of America,SpaceX,,,"28.6084,-80.6043"
SpaceX CRS-11,http://www.wikidata.org/entity/Q27048761,Cape Canaveral Air Force Station Space Launch Complex 40,United States of America,SpaceX,,,"28.5621,-80.5772"
SpaceX CRS-12,http://www.wikidata.org/entity/Q27048763,Kennedy Space Center Launch Complex 39,United States of America,SpaceX,,,"28.6084,-80.6043"
SpaceX CRS-14,http://www.wikidata.org/entity/Q27048767,Cape Canaveral Air Force Station Space Launch Complex 40,United States of America,SpaceX,,,"28.5621,-80.5772"
SpaceX CRS-15,http://www.wikidata.org/entity/Q27048769,Cape Canaveral Air Force Station Space Launch Complex 40,United States of America,SpaceX,,,"28.5621,-80.5772"
SpaceX CRS-2,http://www.wikidata.org/entity/Q800196,Cape Canaveral Air Force Station Space Launch Complex 40,United States of America,National Aeronautics and Space Administration,,,"28.5621,-80.5772"
SpaceX CRS-2,http://www.wikidata.org/entity/Q800196,Cape Canaveral Air Force Station Space Launch Complex 40,United States of America,SpaceX,,,"28.5621,-80.5772"
SpaceX CRS-3,http://www.wikidata.org/entity/Q6819352,Cape Canaveral Air Force Station Space Launch Complex 40,United States of America,National Aeronautics and Space Administration,,,"28.5621,-80.5772"
